NodeName,City,StateCode,CountryCode,Lon,Lat
GGT,George Town,NULL,BS,-75.87,23.56
GGW,Glasgow,MT,US,-106.62,48.21
GHA,Ghardaia,NULL,DZ,3.8,32.38
GHB,Governors Harbour',NULL,BS,-76.32,25.28
GHT,Ghat,NULL,LY,10.17,24.97
GIB,Gibraltar,NULL,GI,-5.35,36.15
GIG,Rio De Janeiro,RJ,BR,-43.25,-22.81
GIL,Gilgit,NULL,PK,74.33,35.92
GIS,Gisborne,NULL,NZ,177.98,-38.66
GIZ,Jazan,NULL,SA,42.58,16.9
GJA,Guanaja,NULL,HN,-85.91,16.45
GJL,Jijel,NULL,DZ,5.88,36.8
GJT,Grand Junction,CO,US,-108.53,39.12
GKA,Goroka,NULL,PG,145.39,-6.08
GLA,Glasgow,SC,GB,-4.43,55.86
GLF,Golfito,NULL,CR,-83.18,8.65
GLH,Greenville,MS,US,-90.98,33.48
GLK,Galcaio,NULL,SO,47.43,6.77
GLN,Goulimime,NULL,MA,-10.07,29.02
GLO,Gloucester,EN,GB,-2.23,51.88
GLT,Gladstone,QLD,AU,151.22,-23.87
GLV,Golovin,AK,US,-163.04,64.54
GMA,Gemena,NULL,CD,19.77,3.23
GMB,Gambela,NULL,ET,34.58,8.28
GMO,Gombe,NULL,NG,12.43,9.27
GMP,Seoul,NULL,KR,126.8,37.56
GMR,Gambier Island,NULL,PF,-134.89,-23.08
GMZ,San Sebastian de la Gomera,SP,ES,-17.2,28.02
GNA,Grodno,NULL,BY,23.8,53.67
GNB,Grenoble,NULL,FR,5.33,45.36
GND,Grenada,NULL,GD,-61.62,12.15
GNS,Gunungsitoli,NULL,ID,97.5,1.25
GNU,Goodnews Bay,AK,US,-161.58,59.11
GNV,Gainesville,FL,US,-82.28,29.69
GNY,Sanliurfa,NULL,TR,38.85,37.09
GOA,Genoa,NULL,IT,8.85,44.42
GOH,Nuuk,NULL,GL,-51.73,64.18
GOI,Goa,NULL,IN,73.84,15.38
GOJ,Nizhniy Novgorod,NULL,RU,43.79,56.22
GOM,Goma,NULL,CD,29.23,-1.67
GOP,Gorakhpur,NULL,IN,83.44,26.75
GOQ,Golmud,NULL,CN,94.79,36.4
GOT,Gothenburg,NULL,SE,12.29,57.67
GOV,Gove,NT,AU,136.82,-12.27
GPA,Patras,NULL,GR,21.73,38.25
GPI,Guapi,NULL,CO,-78.34,2.5
GPS,Galapagos Islands,NULL,EC,-90.28,-0.43
GPT,Gulfport,MS,US,-89.07,30.41
GRB,Green Bay,WI,US,-88.12,44.49
GRI,Grand Island,NE,US,-98.31,40.97
GRJ,George,NULL,ZA,22.38,-34
GRK,Killeen,TX,US,-97.82,31.06
GRO,Girona,SP,ES,2.77,41.9
GRQ,Groningen,NULL,NL,6.58,53.12
GRR,Grand Rapids,MI,US,-85.53,42.89
GRU,Sao Paulo,SP,BR,-46.48,-23.43
GRV,Groznyy,NULL,RU,45.75,43.33
GRW,Graciosa Island (Azores),NULL,PT,-28.05,39.05
GRX,Granada,SP,ES,-3.78,37.18
GRZ,Graz,NULL,AT,15.44,46.99
GSE,Gothenburg,NULL,SE,11.86,57.78
GSM,Gheshm,NULL,IR,55.89,26.76
GSO,Greensboro/High Point,NC,US,-79.94,36.11
GSP,Greenville,SC,US,-82.22,34.89
GST,Gustavus,AK,US,-135.71,58.43
GTA,Gatokae,NULL,SB,158.18,-8.77
GTE,Groote Island,NT,AU,136.46,-13.97
GTF,Great Falls,MT,US,-111.36,47.48
GTO,Gorontalo,NULL,ID,122.85,0.64
GTR,Columbus,MS,US,-88.6,33.45
GTS,Granites,NT,AU,133.62,-26.97
GUA,Guatemala City,NULL,GT,-90.53,14.59
GUC,Gunnison,CO,US,-106.94,38.53
GUM,Guam,NULL,GU,144.8,13.49
GUR,Alotau,NULL,PG,150.34,-10.31
GUW,Atyrau,NULL,KZ,51.83,47.12
GVA,Geneva,NULL,CH,6.11,46.23
GVR,Governador Valadares,MG,BR,-41.93,-18.85
GWD,Gwadar,NULL,PK,62.34,25.23
GWL,Gwalior,NULL,IN,78.23,26.29
GWT,Westerland,NULL,DE,8.34,54.92
GWY,Galway,NULL,IE,-9.03,53.28
GXF,Seiyun,NULL,YE,48.79,15.96
GYA,Guayaramerin,NULL,BO,-65.36,-10.83
GYD,Baku,NULL,AZ,50.05,40.46
GYE,Guayaquil,NULL,EC,-79.88,-2.14
GYL,Argyle,WA,AU,128.67,-16.33
GYM,Guaymas,NULL,MX,-110.93,27.96
GYN,Goiania,GO,BR,-49.23,-16.63
GYS,Guang Yuan,NULL,CN,105.7,32.4
GZO,Gizo,NULL,SB,156.83,-8.12
GZT,Gaziantep,NULL,TR,37.47,36.94
HAA,Hasvik,NULL,NO,22.15,70.47
HAC,Hachijo Jima,NULL,JP,139.78,33.12
HAD,Halmstad,NULL,SE,12.82,56.68
HAE,Havasupai,AZ,US,-112.67,36.23
HAH,Moroni,NULL,KM,43.27,-11.54
HAJ,Hanover,NULL,DE,9.69,52.46
HAK,Haikou,NULL,CN,110.46,19.94
HAM,Hamburg,NULL,DE,10.01,53.63
HAN,Hanoi,NULL,VN,105.8,21.21
HAQ,Hanimaadhoo,NULL,MV,73.17,6.75
HAS,Hail,NULL,SA,41.69,27.44
HAU,Haugesund,NULL,NO,5.22,59.34
HAV,Havana,NULL,CU,-82.41,23
HBA,Hobart,TAS,AU,147.51,-42.84
HBE,Alexandria,NULL,EG,29.69,30.92
HBX,Hubli,NULL,IN,75.09,15.36
HCN,Hengchun,NULL,TW,120.83,21.93
HCR,Holy Cross,AK,US,-159.77,62.19
HDD,Hyderabad,NULL,PK,68.36,25.32
HDF,Heringsdorf,NULL,DE,14.14,53.88
HDG,Handan,NULL,CN,114.49,36.61
HDN,Hayden,CO,US,-107.22,40.48
HDS,Hoedspruit,NULL,ZA,30.95,-24.35
HDY,Hat Yai,NULL,TH,100.39,6.94
HEA,Herat,NULL,AF,62.23,34.21
HEH,Heho,NULL,MM,96.79,20.74
HEK,Heihe,NULL,CN,127.43,50.22
HEL,Helsinki,NULL,FI,24.97,60.32
HER,Heraklion,NULL,GR,25.17,35.34
HET,Hohhot,NULL,CN,111.81,40.85
HFE,Hefei,NULL,CN,117.28,31.85
HFS,Hagfors,NULL,SE,13.57,60.02
HFT,Hammerfest,NULL,NO,23.68,70.68
HGA,Hargeisa,NULL,SO,44.09,9.52
HGD,Hughenden,QLD,AU,144.22,-20.82
HGH,Hangzhou,NULL,CN,120.43,30.24
HGL,Helgoland,NULL,DE,7.92,54.19
HGN,Mae Hong Son,NULL,TH,97.98,19.3
HGR,Hagerstown,MD,US,-77.73,39.71
HGU,Mount Hagen,NULL,PG,144.3,-5.83
HHH,Hilton Head,SC,US,-80.68,32.22
HHN,Hahn,NULL,DE,7.26,49.95
HHZ,Hikueru,NULL,PF,-142.53,-17.53
HIA,Huaian,NULL,CN,119.26,33.78
HIB,Hibbing,MN,US,-92.84,47.39
HID,Horn Island,QLD,AU,142.28,-10.58
HIJ,Hiroshima,NULL,JP,132.92,34.44
HIN,Jinju,NULL,KR,128.09,35.09
HIR,Honiara,NULL,SB,160.05,-9.43
HJJ,Huaihua ,NULL,CN,111.75,30.42
HJR,Khajuraho,NULL,IN,79.92,24.82
HKD,Hakodate,NULL,JP,140.82,41.78
HKG,Hong Kong,NULL,HK,113.94,22.32
HKK,Hokitika,NULL,NZ,170.98,-42.71
HKN,Hoskins,NULL,PG,150.4,-5.46
HKT,Phuket,NULL,TH,98.31,8.11
HLA,Lanseria,NULL,ZA,27.58,-26.08
HLD,Hailar,NULL,CN,119.81,49.21
HLH,Ulanhot,NULL,CN,122,46.19
HLN,Helena,MT,US,-111.99,46.61
HLZ,Hamilton,NULL,NZ,175.34,-37.87
HMA,Khanty-Mansiysk,NULL,RU,69.1,61.03
HMB,Sohag,NULL,EG,31.69,26.55
HME,Hassi Messaoud,NULL,DZ,6.15,31.68
HMI,Hami,NULL,CN,93.42,42.92
HMO,Hermosillo,NULL,MX,-111.05,29.09
HMV,Hemavan,NULL,SE,15.27,65.73
HNA,Hanamaki,NULL,JP,141.13,39.43
HND,Tokyo,NULL,JP,139.78,35.55
HNH,Hoonah,AK,US,-135.4,58.1
HNL,Honolulu,HI,US,-157.92,21.33
HNM,Hana,HI,US,-156.02,20.8
HNS,Haines,AK,US,-135.52,59.25
HOB,Hobbs,NM,US,-103.22,32.69
HOD,Hodeidah,NULL,YE,42.97,14.76
HOE,Houeisay,NULL,LA,103.75,20.5
HOF,Alahsa,NULL,SA,49.49,25.29
HOG,Holguin,NULL,CU,-76.31,20.79
HOI,Hao Island,NULL,PF,-140.97,-18.06
HOM,Homer,AK,US,-151.49,59.64
HON,Huron,SD,US,-98.23,44.38
HOQ,Hof,NULL,DE,11.86,50.29
HOR,Horta (Azores),NULL,PT,-28.72,38.52
HOT,Hot Springs,AR,US,-93.1,34.48
HOU,Houston,TX,US,-95.28,29.65
HOV,Orsta-Volda,NULL,NO,6.08,62.18
HPB,Hooper Bay,AK,US,-166.15,61.53
HPH,Haiphong,NULL,VN,106.73,20.82
HPN,Westchester County,NY,US,-73.7,41.07
HRB,Harbin,NULL,CN,126.24,45.62
HRE,Harare,NULL,ZW,31.1,-17.92
HRG,Hurghada,NULL,EG,33.81,27.19
HRK,Kharkov,NULL,UA,36.28,49.92
HRL,Harlingen,TX,US,-97.66,26.22
HRO,Harrison,AR,US,-93.16,36.26
HSG,Saga,NULL,JP,130.3,33.15
HSL,Huslia,AK,US,-156.38,65.7
HSN,Zhoushan,NULL,CN,122.36,29.94
HSV,Huntsville,AL,US,-86.77,34.65
HTA,Chita,NULL,RU,113.3,52.03
HTI,Hamilton Island,QLD,AU,148.95,-20.35
HTN,Hotan,NULL,CN,79.87,37.04
HTS,Huntington,WV,US,-82.56,38.37
HTY,Antakya,NULL,TR,36.28,36.36
HUE,Humera,NULL,ET,36.58,14.25
HUH,Huahine,NULL,PF,-151.03,-16.69
HUI,Hue,NULL,VN,107.7,16.4
HUN,Hualien,NULL,TW,121.61,24.03
HUQ,Houn,NULL,LY,15.5,29.5
HUS,Hughes,AK,US,-154.26,66.04
HUU,Huanuco,NULL,PE,-76.22,-9.87
HUW,Humaita ,NULL,BR,-63.07,-7.53
HUX,Huatulco,NULL,MX,-96.24,15.77
HUY,Humberside,EN,GB,-0.35,53.58
HVB,Hervey Bay,QLD,AU,152.89,-25.32
HVD,Khovd,NULL,MN,91.65,48.02
HVG,Honningsvag,NULL,NO,25.83,70.98
HVN,New Haven,CT,US,-72.89,41.27
HVR,Havre,MT,US,-109.76,48.54
HYA,Hyannis,MA,US,-70.28,41.67
HYD,Hyderabad,NULL,IN,78.47,17.45
HYG,Hydaburg,AK,US,-132.83,55.21
HYL,Hollis,AK,US,-132.65,55.48
HYN,Huangyan,NULL,CN,121.42,28.56
HYS,Hays,KS,US,-99.27,38.85
HZH,Liping,NULL,CN,109.15,26.32
IAA,Igarka,NULL,RU,86.63,67.43
IAD,Washington,DC,US,-77.45,38.95
IAG,Niagara Falls,NY,US,-78.95,43.1
IAH,Houston,TX,US,-95.34,29.98
IAM,In Amenas,NULL,DZ,9.64,28.05
IAN,Kiana,AK,US,-160.43,66.98
IAO,Del Carmin,NULL,PH,126.01,9.86
IAS,Iasi,NULL,RO,27.62,47.18
IBE,Ibague,NULL,CO,-75.14,4.42
IBR,Omitami,Iba,JP,140.41,36.18
IBZ,Ibiza,SP,ES,1.37,38.88
ICI,Cicia,NULL,FJ,-179.33,-17.75
ICN,Seoul,NULL,KR,126.45,37.45
ICT,Wichita,KS,US,-97.43,37.65
IDA,Idaho Falls,ID,US,-112.07,43.51
IDR,Indore,NULL,IN,75.81,22.73
IEG,Zielona Gora,NULL,PL,15.52,51.93
IEV,Kiev,NULL,UA,30.45,50.4
IFJ,Isafjordur,NULL,IS,-23.13,66.06
IFN,Isfahan,NULL,IR,51.88,32.75
IFO,Ivano-Frankovsk,NULL,UA,24.71,48.89
IGA,Inagua,NULL,BS,-73.67,20.98
IGG,Igiugig,AK,US,-155.9,59.32
IGM,Kingman,AZ,US,-113.94,35.26
IGR,Iguazu,MI,AR,-54.48,-25.73
IGU,Iguassu Falls,PR,BR,-54.49,-25.6
IHR,Iran Shahr,NULL,IR,60.72,27.23
IIL,Ilaam,NULL,IR,46.4,33.59
IKA,Tehran,NULL,IR,51.15,35.41
IKI,Iki,NULL,JP,129.79,33.75
IKS,Tiksi,NULL,RU,128.9,71.7
IKT,Irkutsk,NULL,RU,104.36,52.27
ILD,Alguaire,NULL,ES,0.54,41.73
ILI,Iliamna,AK,US,-154.91,59.75
ILM,Wilmington,NC,US,-77.91,34.27
ILO,Iloilo,NULL,PH,122.54,10.71
ILP,Ile Des Pins,NULL,NC,167.45,-22.59
ILY,Islay,SC,GB,-6.25,55.68
ILZ,Zilina,NULL,SK,18.77,49.23
IMF,Imphal,NULL,IN,93.9,24.76
IMK,Simikot,NULL,NP,81.82,29.97
IMP,Imperatriz,MA,BR,-47.48,-5.53
IMT,Iron Mountain,MI,US,-88.11,45.82
INC,Yinchuan,NULL,CN,106.35,38.35
IND,Indianapolis,IN,US,-86.27,39.73
INH,Inhambane,NULL,MZ,35.41,-23.87
INI,Nis,NULL,RS,21.85,43.33
INL,International Falls,MN,US,-93.4,48.56
INN,Innsbruck,NULL,AT,11.35,47.26
INT,Winston-Salem,NC,US,-80.23,36.14
INU,Nauru Island,NULL,NR,166.92,-0.53
INV,Inverness,SC,GB,-4.06,57.54
INZ,In Salah,NULL,DZ,2.52,27.25
IOA,Ioannina,NULL,GR,20.83,39.7
IOM,Isle Of Man,NULL,GB,-4.63,54.09
IOS,Ilheus,BA,BR,-39.03,-14.81
IPA,Ipota,NULL,VU,169.18,-18.75
IPC,Easter Island,NULL,CL,-109.37,-27.12
IPH,Ipoh,NULL,MY,101.1,4.57
IPI,Ipiales,NULL,CO,-77.71,0.87
IPL,Imperial,CA,US,-115.57,32.84
IPN,Ipatinga,MG,BR,-42.53,-19.5
IPT,Williamsport,PA,US,-76.92,41.24
IQM,Qiemo,NULL,CN,85.53,38.13
IQQ,Iquique,NULL,CL,-70.18,-20.55
IQT,Iquitos,NULL,PE,-73.3,-3.79
IRA,Kirakira,NULL,SB,161.83,-10.5
IRC,Circle,AK,US,-144.06,65.83
IRG,Lockhart River,QLD,AU,143.31,-12.79
IRJ,La Rioja,LR,AR,-66.78,-29.38
IRK,Kirksville,MO,US,-92.54,40.09
IRM,Igrim ,NULL,RU,64.42,63.2
IRZ,Rio Negro,NULL,BR,-65.02,-0.41
ISA,Mount Isa,QLD,AU,139.49,-20.67
ISB,Islamabad,NULL,PK,73.11,33.61
ISC,Isles Of Scilly,EN,GB,-6.29,49.91
ISE,Isparta,NULL,TR,30.38,37.87
ISG,Ishigaki,NULL,JP,124.17,24.34
ISK,Nasik,NULL,IN,73.81,19.97
ISN,Williston,ND,US,-103.64,48.18
ISP,Islip,NY,US,-73.1,40.79
IST,Istanbul,NULL,TR,28.82,40.98
ISU,Sulaimaniyah,NULL,IQ,45.31,35.56
ITA,Itacoatiara,AM,BR,-58.42,-3.13
ITB,Itaituba,NULL,BR,-55.98,-4.28
ITH,Ithaca,NY,US,-76.46,42.49
ITM,Osaka,NULL,JP,135.44,34.79
ITO,Hilo,HI,US,-155.04,19.71
IUE,Niue Island,NULL,NU,-169.93,-19.08
IVC,Invercargill,NULL,NZ,168.32,-46.42
IVL,Ivalo,NULL,FI,27.42,68.61
IWA,Ivanovo,NULL,RU,40.94,56.94
IWD,Ironwood,MI,US,-90.13,46.53
IWJ,Iwami,NULL,JP,134.17,35.53
IXA,Agartala,NULL,IN,91.24,23.89
IXB,Bagdogra,NULL,IN,88.32,26.68
IXC,Chandigarh,NULL,IN,76.8,30.67
IXD,Allahabad,NULL,IN,81.74,25.44
IXE,Mangalore,NULL,IN,74.89,12.96
IXG,Belgaum,NULL,IN,74.62,15.86
IXI,Lilabari,NULL,IN,94.09,27.29
IXJ,Jammu,NULL,IN,74.84,32.68
IXL,Leh,NULL,IN,77.55,34.14
IXM,Madurai,NULL,IN,78.09,9.84
IXP,Pathankot,NULL,IN,75.63,32.22
IXR,Ranchi,NULL,IN,85.32,23.32
IXS,Silchar,NULL,IN,92.98,24.92
IXU,Aurangabad,NULL,IN,75.4,19.87
IXY,Kandla,NULL,IN,70.1,23.11
IXZ,Port Blair,NULL,IN,92.73,11.65
IYK,Inyokern,CA,US,-117.83,35.66
IZO,Izumo,NULL,JP,132.89,35.41
JAC,Jackson,WY,US,-110.74,43.6
JAI,Jaipur,NULL,IN,75.8,26.82
JAL,Jalapa,NULL,MX,-96.78,19.47
JAN,Jackson,MS,US,-90.07,32.31
JAU,Jauja,NULL,PE,-75.25,-11.75
JAV,Ilulissat,NULL,GL,-51.05,69.23
JAX,Jacksonville,FL,US,-81.68,30.49
JBQ,Higuero ,NULL,DO,-73.42,40.73
JBR,Jonesboro,AR,US,-90.65,35.83
JCA,Cannes,NULL,FR,7.04,43.54
JCB,Joacaba,SC,BR,-51.52,-27.17
JCH,Qasigiannguit,NULL,GL,-51.2,68.82
JCK,Julia Creek,QLD,AU,141.7,-20.58
JCU,Ceuta,SP,ES,-5.34,35.9
JDF,Juiz De Fora,MG,BR,-43.33,-21.75
JDH,Jodhpur,NULL,IN,73.05,26.26
JDO,Juazeiro Do Norte,CE,BR,-39.32,-7.2
JDR,Sao Joao del Rei,NULL,BR,-44.23,-21.09
JDZ,Jingdezhen,NULL,CN,117.18,29.34
JED,Jeddah,NULL,SA,39.15,21.67
JEG,Aasiaat,NULL,GL,-52.75,68.7
JER,Jersey,CI,GB,-2.19,49.21
JFK,New York,NY,US,-73.79,40.64
JFR,Paamiut,NULL,GL,-49.7,62
JGA,Jamnagar,NULL,IN,70.01,22.46
JGC,Grand Canyon,AZ,US,-112.15,35.95
JGN,Jiayuguan,NULL,CN,98.42,39.83
JGO,Qeqertarsuaq,NULL,GL,-53.57,69.25
JGS,Ji an,NULL,CN,114.74,26.9
JHB,Johor Bharu,NULL,MY,103.67,1.64
JHG,Jinghong,NULL,CN,100.77,21.97
JHM,Kapalua,HI,US,-156.68,20.96
JHS,Sisimiut,NULL,GL,-53.7,66.94
JHW,Jamestown,NY,US,-79.26,42.15
JIB,Djibouti,NULL,DJ,43.15,11.55
JIJ,Jijiga,NULL,ET,42.77,9.37
JIK,Ikaria Island,NULL,GR,26.33,37.67
JIM,Jimma,NULL,ET,36.82,7.65
JIQ,Qianjiang ,NULL,CN,108.81,29.53
JIU,Jiujiang,NULL,CN,115.97,29.7
JJN,Jinjiang,NULL,CN,118.59,24.8
JJU,Qaqortoq,NULL,GL,-46.03,60.72
JKG,Jonkoping,NULL,SE,14.07,57.75
JKH,Chios,NULL,GR,26.14,38.35
JKL,Kalymnos,NULL,GR,26.94,36.96
JKR,Janakpur,NULL,NP,85.92,26.71
JLN,Joplin,MO,US,-94.5,37.15
JLR,Jabalpur,NULL,IN,79.92,22.67
JMK,Mikonos,NULL,GR,25.34,37.44
JMO,Jomsom,NULL,NP,83.73,28.78
JMS,Jamestown,ND,US,-98.68,46.93
JMU,Jiamusi,NULL,CN,130.46,46.85
JNB,Johannesburg,NULL,ZA,28.23,-26.13
JNG,Jining,NULL,CN,116.53,35.42
JNN,Nanortalik,NULL,GL,-45.23,60.13
JNS,Narsaq,NULL,GL,-46.05,60.92
JNU,Juneau,AK,US,-134.58,58.36
JNX,"Naxos, Cyclades Islands",NULL,GR,25.38,37.1
JNZ,Jinzhou,NULL,CN,121.02,41.12
JOE,Joensuu,NULL,FI,29.61,62.66
JOG,Yogyakarta,NULL,ID,110.44,-7.79
JOI,Joinville,SC,BR,-48.78,-26.23
JOK,Joshkar-Ola,NULL,RU,47.9,56.72
JOL,Jolo,NULL,PH,121.01,6.06
JOS,Jos,NULL,NG,8.89,9.87
JPA,Joao Pessoa,PB,BR,-34.95,-7.15
JPR,Ji-Parana,RO,BR,-62.87,-8.05
JQA,Qaarsut,NULL,GL,-52.7,70.73
JQE,Jaque,NULL,PA,-78.17,7.5
JRH,Jorhat,NULL,IN,94.18,26.73
JRO,Kilimanjaro,NULL,TZ,37.07,-3.42
JSH,Sitia,NULL,GR,26.12,35.22
JSI,Skiathos,NULL,GR,23.51,39.18
JSR,Jessore,NULL,BD,89.16,23.18
JST,Johnstown,PA,US,-78.83,40.32
JSU,Maniitsoq,NULL,GL,-52.9,65.42
JSY,Syros Island,NULL,GR,24.95,37.42
JTC,Bayry,NULL,BR,-49.07,-22.16
JTR,Thira,NULL,GR,25.48,36.4
JTY,Astypalaia Island,NULL,GR,26.37,36.57
JUB,Juba,NULL,SD,31.6,4.87
JUI,Juist,NULL,DE,7.07,53.68
JUJ,Jujuy,PJ,AR,-65.08,-24.4
JUL,Juliaca,NULL,PE,-70.15,-15.46
JUM,Jumla,NULL,NP,82.19,29.27
JUV,Upernavik,NULL,GL,-56.15,72.79
JUZ,"Juzhou, Zhejiang Province",NULL,CN,118.83,28.97
JWN,Zanjan,NULL,IR,48.37,36.77
JXA,Jixi,NULL,CN,116.92,36.67
JYV,Jyvaskyla,NULL,FI,25.68,62.4
JZH,Song Pan,NULL,CN,103.68,32.86
KAA,Kasama,NULL,ZM,31.13,-10.22
KAC,Kameshli,NULL,SY,41.21,37.03
KAD,Kaduna,NULL,NG,7.44,10.6
KAE,Kake,AK,US,-133.95,56.97
KAJ,Kajaani,NULL,FI,27.69,64.28
KAL,Kaltag,AK,US,-158.74,64.32
KAN,Kano,NULL,NG,8.52,12.05
KAO,Kuusamo,NULL,FI,29.23,65.99
KAT,Kaitaia,NULL,NZ,173.29,-35.07
KAW,Kawthaung,NULL,MM,98.52,10.05
KAX,Kalbarri,WA,AU,114.13,-27.87
KAZ,Kau,NULL,ID,127.87,1.17
KBC,Birch Creek,AK,US,-145.8,66.27
KBL,Kabul,NULL,AF,69.21,34.56
KBP,Kiev/Kyiv,NULL,UA,30.9,50.34
KBR,Kota Bharu,NULL,MY,102.29,6.17
KBU,Kotabaru,NULL,ID,116.33,-3.33
KBV,Krabi,NULL,TH,98.98,8.1
KCA,Kuqa,NULL,CN,83.7,41.17
KCC,Coffman Cove,AK,US,-132.83,55.98
KCF,Kadanwari,NULL,PK,69.15,27.2
KCG,Chignik,AK,US,-158.37,56.31
KCH,Kuching,NULL,MY,110.34,1.48
KCL,Chignik,AK,US,-158.53,56.31
KCM,Kahramanmaras,NULL,TR,36.95,37.53
KCQ,Chignik,AK,US,-158.78,56.26
KCT,Koggala,NULL,LK,80.33,5.98
KCZ,Kochi,NULL,JP,133.67,33.55
KDH,Kandahar,NULL,AF,65.85,31.51
KDI,Kendari,NULL,ID,122.41,-4.09
KDL,Kardla,NULL,EE,22.8,58.98
KDM,Kaadedhdhoo,NULL,MV,73,0.49
KDO,Kadhdhoo,NULL,MV,73.52,1.88
KDU,Skardu,NULL,PK,75.73,35.3
KDV,Kandavu,NULL,FJ,178.16,-19.05
KDX,Kadugli ,NULL,SD,29.72,11
KEB,Nanwalek,AK,US,-151.92,59.35
KEF,Reykjavik,NULL,IS,-22.62,64
KEJ,Kemerovo,NULL,RU,86.12,55.28
KEK,Ekwok,AK,US,-157.48,59.36
KEM,Kemi/Tornio,NULL,FI,24.58,65.78
KEP,Nepalganj,NULL,NP,81.58,28.13
KER,Kerman,NULL,IR,56.96,30.26
KET,Keng Tung,NULL,MM,99.62,21.3
KEW,Keewaywin,ON,CA,-92.84,52.99
KFP,False Pass,AK,US,-163.41,54.85
KGA,Kananga,NULL,CD,22.42,-5.9
KGC,Kingscote,SA,AU,137.52,-35.71
KGD,Kaliningrad,NULL,RU,20.59,54.88
KGE,Kagau,NULL,SB,157.59,-8.16
KGF,Karaganda,NULL,KZ,73.33,49.68
KGI,Kalgoorlie,WA,AU,121.46,-30.79
KGJ,Karonga,NULL,MW,33.89,-9.96
KGK,New Koliganek,AK,US,-157.23,59.8
KGL,Kigali,NULL,RW,30.14,-1.96
KGP,Kogalym,NULL,RU,74.53,62.2
KGS,Kos,NULL,GR,27.1,36.79
KGX,Grayling,AK,US,-160.06,62.9
KHD,Khorramabad,NULL,IR,48.28,33.44
KHG,Kashi,NULL,CN,76.01,39.53
KHH,Kaohsiung,NULL,TW,120.35,22.57
KHI,Karachi,NULL,PK,67.17,24.9
KHM,Khamtis,NULL,MM,95.68,25.99
KHN,Nanchang,NULL,CN,115.91,28.86
KHR,Kharkhorin,NULL,MN,102.85,46.78
KHS,Khasab,NULL,OM,56.24,26.16
KHV,Khabarovsk,NULL,RU,135.17,48.52
KHY,Khoy,NULL,IR,44.97,38.43
KHZ,Kauehi,NULL,PF,-145.12,-15.77
KID,Kristianstad,NULL,SE,14.09,55.92
KIF,Kingfisher Lake,ON,CA,-89.85,53.01
KIH,Kish Island,NULL,IR,53.97,26.53
KIJ,Niigata,NULL,JP,139.11,37.95
KIM,Kimberley,NULL,ZA,24.77,-28.81
KIN,Kingston,NULL,JM,-76.78,17.94
KIR,Kerry County,NULL,IE,-9.54,52.18
KIS,Kisumu,NULL,KE,34.74,-0.08
KIT,Kithira,NULL,GR,23.02,36.29
KIV,Chisinau,NULL,MD,28.93,46.94
KIX,Osaka,NULL,JP,135.24,34.44
KJA,Krasnojarsk,NULL,RU,92.48,56.18
KKA,Koyuk,AK,US,-161.15,64.94
KKB,Kitui Bay,AK,US,-152.35,58.18
KKC,Khon Kaen,NULL,TH,102.79,16.46
KKE,Kerikeri,NULL,NZ,173.91,-35.26
KKH,Kongiganak,AK,US,-162.75,59.97
KKI,Akiachak,AK,US,-161.42,60.91
KKJ,Kita Kyushu,NULL,JP,130.94,33.83
KKN,Kirkenes,NULL,NO,29.89,69.72
KKQ,Krasnoselkup ,NULL,RU,82.46,65.71
KKR,Kaukura Atoll,NULL,PF,-146.67,-15.78
KKU,Ekuk,AK,US,-158.56,58.81
KLG,Kalskag,AK,US,-160.35,61.53
KLH,Kolhapur,NULL,IN,74.33,16.67
KLL,Levelock,AK,US,-156.86,59.12
KLN,Larsen Bay,AK,US,-154,57.53
KLO,Kalibo,NULL,PH,122.38,11.69
KLR,Kalmar,NULL,SE,16.29,56.69
KLU,Klagenfurt,NULL,AT,14.32,46.65
KLV,Karlovy Vary,NULL,CZ,12.92,50.2
KLW,Klawock,AK,US,-133.1,55.55
KLX,Kalamata,NULL,GR,22.03,37.07
KMA,Kerema,NULL,PG,145.77,-7.96
KMC,King Khalid Military City,NULL,SA,45.52,27.91
KME,Kamembe,NULL,RW,28.92,-2.47
KMG,Kunming,NULL,CN,102.74,25
KMI,Miyazaki,NULL,JP,131.44,31.87
KMJ,Kumamoto,NULL,JP,130.86,32.83
KMN,Kamina,NULL,CD,25.25,-8.64
KMO,Manokotak,AK,US,-159.04,58.98
KMQ,Komatsu,NULL,JP,136.41,36.4
KMS,Kumasi,NULL,GH,-1.59,6.71
KMV,Kalemyo,NULL,MM,94.05,23.18
KMY,Moser Bay,AK,US,-154.15,57.53
KND,Kindu,NULL,CD,25.91,-2.92
KNG,Kaimana,NULL,ID,133.75,-3.65
KNH,Kinmen,NULL,TW,118.34,24.42
KNK,Kakhonak,AK,US,-154.85,59.43
KNQ,Kone,NULL,NC,164.82,-20.52
KNS,King Island,TAS,AU,143.88,-39.88
KNU,Kanpur,NULL,IN,80.41,26.4
KNW,New Stuyahok,AK,US,-157.33,59.45
KNX,Kununurra,WA,AU,128.71,-15.78
KOA,Kona,HI,US,-156.04,19.74
KOC,Koumac,NULL,NC,164.42,-20.5
KOE,Kupang,NULL,ID,123.67,-10.17
KOI,Kirkwall,SC,GB,-2.97,58.96
KOJ,Kagoshima,NULL,JP,130.72,31.8
KOK,Kokkola/Pietarsaari,NULL,FI,23.13,63.72
KOP,Nakhon Phanom,NULL,TH,104.75,17.4
