Location,Country,Region/City,Disease,Species,Feed Language,HM Alert ID,Headline,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,Cumulative SC,Cumulative SD,Cumulative CC,Cumulative CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Liberia,Liberia,,Ebola,Humans,,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,11/06/14 02:29,No Tag,,,,,,,,,,ProMED Mail,WHO Disease Outbreak News,
Guinea,Guinea,,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,12/06/14 11:49,No Tag,,,,,,,,,,ProMED Mail,,
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,12/06/14 11:49,No Tag,,,,,114,,43,16,,ProMED Mail,Alfonso Box (ProMED reporter),
Liberia,Liberia,,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,12/06/14 11:49,No Tag,,1,,,,,,,,ProMED Mail,CIDRAP,
Guinea,Guinea,,Ebola,Humans,,2536851,"PRO/AH/EDR> Ebola virus disease - West Africa (62): Guinea, Gambia prepares",http://promedmail.org/direct.php?id=20140612.2536851,12/06/14 18:08,No Tag,,,,,129,4,41,,,ProMED Mail,Jean-Paul J Gonzalez,
Gambia,Gambia,,Ebola,Humans,,2536851,"PRO/AH/EDR> Ebola virus disease - West Africa (62): Guinea, Gambia prepares",http://promedmail.org/direct.php?id=20140612.2536851,12/06/14 18:08,No Tag,,,,,,,,,,ProMED Mail,The Point,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2538970,PRO/AH/EDR> Ebola virus disease - West Africa (63): Sierra Leone,http://promedmail.org/direct.php?id=20140613.2538970,13/06/14 17:24,No Tag,,,,,,16,,,,ProMED Mail,Awareness Times,
Liberia,Liberia,,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,15/06/14 17:49,No Tag,,,,,28,16,16,9,,UNICEF-Liberia,,
Guinea,Guinea,,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,15/06/14 17:49,No Tag,,,,,,,236,144,,ProMED Mail,Aujourdhui en Guinee,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,15/06/14 17:49,No Tag,,5,,,138,19,,,,ProMED Mail,Business Week,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2544497,PRO/AH/EDR> Ebola virus disease - West Africa (65): Sierra Leone (WU) NOT,http://promedmail.org/direct.php?id=20140616.2544497,16/06/14 21:07,No Tag,6,,2,,138,19,53,,,ProMED Mail,Daily Independent Nigeria online,
Liberia,Liberia,,Ebola,Humans,,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,17/06/14 20:59,No Tag,,7,,,,16,,4,,ProMED Mail,AP,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,17/06/14 20:59,No Tag,,,,,,,83,20,,ProMED Mail,Sierra Express Media,
Liberia,Liberia,,Ebola,Humans,,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,18/06/14 21:01,No Tag,9,5,,,33,24,18,,,ProMED Mail,WHO Disease Outbreak News,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,18/06/14 21:01,No Tag,31,4,,,97,49,92,,,ProMED Mail,WHO Disease Outbreak News,
Liberia,Liberia,,Ebola,Humans,,2553035,"PRO/AH/EDR> Ebola virus disease - West Africa (68): Liberia, One Health approach",http://promedmail.org/direct.php?id=20140619.2553035,19/06/14 20:10,No Tag,4,,,,26,16,12,,,ProMED Mail,ReliefWeb,
Guinea,Guinea,,Ebola,Humans,,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,21/06/14 02:26,No Tag,,,,,398,264,254,,,ProMED Mail,Rappler.com,WHO 
Sierra Leone,Sierra Leone,,Ebola,Humans,,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,21/06/14 02:26,No Tag,,,,,246,26,103,,,ProMED Mail,Yahoo! News UK & Ireland,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,21/06/14 17:15,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,21/06/14 17:15,No Tag,,1,,,,7,,17,,ProMED Mail,Vice News,
Guinea,Guinea,,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,22/06/14 23:49,No Tag,4,,,3,,160,258,,,ProMED Mail,"Interaksyon, Philippines",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,22/06/14 23:49,No Tag,,,,,139,102,,,,ProMED Mail,"Interaksyon, Philippines",
Nigeria,Nigeria,,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,22/06/14 23:49,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,24/06/14 11:22,No Tag,3,3,,,390,267,258,,,ProMED Mail,WHO Global Alert and Response,
Liberia,Liberia,,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,24/06/14 11:22,No Tag,7,1,,,41,,24,25,,ProMED Mail,WHO Global Alert and Response,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,24/06/14 11:22,No Tag,39,8,,,136,,103,58,,ProMED Mail,WHO Global Alert and Response,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,25/06/14 20:48,No Tag,,4,,,158,,147,34,,ProMED Mail,WHO Global Alert and Response,
Guinea,Guinea,,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,25/06/14 20:48,No Tag,,3,,,390,,260,270,,ProMED Mail,WHO Global Alert and Response,
Liberia,Liberia,,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,25/06/14 20:48,No Tag,10,8,,,51,,34,34,,ProMED Mail,WHO Global Alert and Response,
Guinea,Guinea,,Ebola,Humans,,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,26/06/14 08:09,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,29/06/14 21:47,No Tag,,,,,396,280,,,,ProMED Mail,"Star Tribune, USA",
Liberia,Liberia,,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,29/06/14 21:47,No Tag,,,,,63,41,,,,ProMED Mail,"Star Tribune, USA",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,29/06/14 21:47,No Tag,,,,,363,165,187,,,ProMED Mail,Virus Disease Outbreak Response: Update,
Guinea,Guinea,,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,30/06/14 10:05,No Tag,,,,,,270,,,,ProMED Mail,Agence France-Presse,WHO
Sierra Leone,Sierra Leone,,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,30/06/14 10:05,No Tag,,,,,,66,,,,ProMED Mail,Agence France-Presse,WHO
Liberia,Liberia,,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,30/06/14 10:05,No Tag,,,,,,34,,,,ProMED Mail,Agence France-Presse,WHO
Sierra Leone,Sierra Leone,,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,11,2,,,239,99,199,65,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,8,7,,,107,65,52,33,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,3,5,,,413,303,293,193,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,,,2,,90,49,43,,,ProMED Mail,"UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb, UNICEF report [edited]",
Liberia,Liberia,Lofa County,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,,,,,49,27,26,,,ProMED Mail,"UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb, UNICEF report [edited]",
Liberia,Liberia,Margibi County,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,,,,,3,2,1,,,ProMED Mail,"UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb, UNICEF report [edited]",
Liberia,Liberia,Montserrado County,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,01/07/14 14:56,No Tag,,,,,20,20,16,,,ProMED Mail,"UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb, UNICEF report [edited]",
Guinea,Guinea,,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,02/07/14 21:15,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,02/07/14 21:15,No Tag,,,,,,,191,63,,ProMED Mail,Reuters [edited],
Liberia,Liberia,,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,02/07/14 21:15,No Tag,6,1,,,96,,56,,,ProMED Mail,FrontPageAfrica Online [edited],
Guinea,Guinea,,Ebola,Humans,,2586162,"PRO/AH/EDR> Ebola virus disease - West Africa (79): Guinea, Nigeria prevention, drug testing",http://promedmail.org/direct.php?id=20140703.2586162,03/07/14 20:42,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,04/07/14 11:51,No Tag,,2,,,412,305,292,194,,ProMED Mail,"WHO/AFRO, Epidemic & Pandemic Alert and Response (EPR), Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,04/07/14 11:51,No Tag,8,10,,,115,75,54,38,,ProMED Mail,"WHO/AFRO, Epidemic & Pandemic Alert and Response (EPR), Outbreak News [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,04/07/14 11:51,No Tag,13,2,,,252,101,211,67,,ProMED Mail,"WHO/AFRO, Epidemic & Pandemic Alert and Response (EPR), Outbreak News [edited]",
Guinea,Guinea,,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,05/07/14 14:02,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,05/07/14 14:02,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,05/07/14 14:02,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2591433,"PRO/AH/EDR> Ebola virus disease - West Africa (82): Guinea, prevention, Tanzania, UK",http://promedmail.org/direct.php?id=20140706.2591433,06/07/14 21:30,No Tag,,,,,,,,,,ProMED Mail,,
Tanzania,Tanzania,,Ebola,Humans,,2591433,"PRO/AH/EDR> Ebola virus disease - West Africa (82): Guinea, prevention, Tanzania, UK",http://promedmail.org/direct.php?id=20140706.2591433,06/07/14 21:30,No Tag,,,,,,,,,,ProMED Mail,,
Ghana,Ghana,,Ebola,Humans,,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,08/07/14 15:41,No Tag,,1,,,,,,,,ProMED Mail,"Modern Ghana, Joy News report [edited]",
Guinea,Guinea,,Ebola,Humans,,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,08/07/14 15:41,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,08/07/14 15:41,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,08/07/14 15:41,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,08/07/14 23:50,No Tag,,2,,,408,307,294,195,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,08/07/14 23:50,No Tag,34,14,,,305,127,269,114,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,08/07/14 23:50,No Tag,16,9,,,131,84,63,41,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,,Ebola,Humans,,2601330,"PRO/AH/EDR> Ebola virus disease - West Africa (85): Guinea, Liberia, region",http://promedmail.org/direct.php?id=20140710.2601330,10/07/14 21:29,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2601330,"PRO/AH/EDR> Ebola virus disease - West Africa (85): Guinea, Liberia, region",http://promedmail.org/direct.php?id=20140710.2601330,10/07/14 21:29,No Tag,3,,,,133,80,62,38,,ProMED Mail,UNICEF-Liberia Ebola Virus Disease: Sit Rep No. 34 [edited],
Guinea,Guinea,,Ebola,Humans,,2603448,"PRO/AH/EDR> Ebola virus disease - West Africa (86): WHO, UNSC, ECOWAS, Guinea, Liberia",http://promedmail.org/direct.php?id=20140711.2603448,11/07/14 20:37,No Tag,1,2,,,409,309,296,197,,ProMED Mail,"WHO Disease outbreak news [excerpted, edited]",
Liberia,Liberia,,Ebola,Humans,,2603448,"PRO/AH/EDR> Ebola virus disease - West Africa (86): WHO, UNSC, ECOWAS, Guinea, Liberia",http://promedmail.org/direct.php?id=20140711.2603448,11/07/14 20:37,No Tag,11,4,,,142,88,70,44,,ProMED Mail,"WHO Disease outbreak news [excerpted, edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2603448,"PRO/AH/EDR> Ebola virus disease - West Africa (86): WHO, UNSC, ECOWAS, Guinea, Liberia",http://promedmail.org/direct.php?id=20140711.2603448,11/07/14 20:37,No Tag,32,15,,,337,142,298,127,,ProMED Mail,"WHO Disease outbreak news [excerpted, edited]",
Liberia,Liberia,Lofa,Ebola,Humans,,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,12/07/14 22:00,No Tag,2,,,,,,,,,ProMED Mail,International Business Times [edited],
Liberia,Liberia,Montserrado,Ebola,Humans,,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,12/07/14 22:00,No Tag,2,,,,,,,,,ProMED Mail,International Business Times [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,12/07/14 22:00,No Tag,,,,,,,337,,,ProMED Mail,International Business Times [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,12/07/14 22:00,No Tag,,,,,,,315,99,,ProMED Mail,Bloomberg [edited],Ministry of Health
Sierra Leone,Sierra Leone,,Ebola,Humans,,2607118,"PRO/AH/EDR> Ebola virus disease - West Africa (88): WHO, Liberia, prevention, challenges",http://promedmail.org/direct.php?id=20140713.2607118,13/07/14 22:21,No Tag,,,,,340,142,,,,ProMED Mail,Herald Scotland [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,15/07/14 21:07,No Tag,49,52,,,386,194,339,151,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,15/07/14 21:07,No Tag,30,13,,,172,105,70,48,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,,Ebola,Humans,,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,15/07/14 21:07,No Tag,6,3,,,406,304,297,198,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,15/07/14 21:07,No Tag,,,,,,,325,100,,ProMED Mail,"MOHS Update on Ebola Fever No. 39, 5-12 Jul 2014 [by email, edited]",
Liberia,Liberia,,Ebola,Humans,,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,15/07/14 21:07,No Tag,,,,,142,88,,,,ProMED Mail,IRIN News [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2615640,"PRO/AH/EDR> Ebola virus disease - West Africa (90): Sierra Leone, Ghana meeting, history",http://promedmail.org/direct.php?id=20140716.2615640,16/07/14 20:20,No Tag,,,,,,,,,,ProMED Mail,,
Ghana,Ghana,,Ebola,Humans,,2615640,"PRO/AH/EDR> Ebola virus disease - West Africa (90): Sierra Leone, Ghana meeting, history",http://promedmail.org/direct.php?id=20140716.2615640,16/07/14 20:20,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,17/07/14 20:56,No Tag,6,5,,,411,310,301,203,,ProMED Mail,WHO/AFRO Outbreak News [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,17/07/14 20:56,No Tag,11,4,,,397,197,346,153,,ProMED Mail,WHO/AFRO Outbreak News [edited],
Liberia,Liberia,,Ebola,Humans,,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,17/07/14 20:56,No Tag,2,1,,,174,106,70,51,,ProMED Mail,WHO/AFRO Outbreak News [edited],
Guinea,Guinea,,Ebola,Humans,,2620802,"PRO/AH/EDR> Ebola virus disease - West Africa (92): WHO, Sierra Leone, drug dev, ECDC",http://promedmail.org/direct.php?id=20140718.2620802,18/07/14 19:54,No Tag,,,,,410,310,301,203,,ProMED Mail,WHO/AFRO [edited],
Liberia,Liberia,,Ebola,Humans,,2620802,"PRO/AH/EDR> Ebola virus disease - West Africa (92): WHO, Sierra Leone, drug dev, ECDC",http://promedmail.org/direct.php?id=20140718.2620802,18/07/14 19:54,No Tag,22,10,,,196,116,76,54,,ProMED Mail,WHO/AFRO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2620802,"PRO/AH/EDR> Ebola virus disease - West Africa (92): WHO, Sierra Leone, drug dev, ECDC",http://promedmail.org/direct.php?id=20140718.2620802,18/07/14 19:54,No Tag,45,9,,,442,206,368,165,,ProMED Mail,WHO/AFRO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2622727,"PRO/AH/EDR> Ebola virus disease - West Africa (93): Sierra Leone, WHO underfunded",http://promedmail.org/direct.php?id=20140719.2622727,19/07/14 21:04,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2623966,PRO/AH/EDR> Ebola virus disease - West Africa (94): Sierra Leone,http://promedmail.org/direct.php?id=20140720.2623966,20/07/14 20:58,No Tag,,,,,,,399,131,,ProMED Mail,"Ministry of Health and Sanitation (MOHS), Sierra Leone (Via e-mail from Metabiota) [edited]",
"Aru, Congo - Kinshasa",DR Congo,,Ebola,Humans,,2624831,PRO/AH/EDR> Ebola virus disease - Congo DR: susp,http://promedmail.org/direct.php?id=20140721.2624831,21/07/14 13:55,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2626215,"PRO/AH/EDR> Ebola virus disease - West Africa (95): FAO alert, Sierra Leone",http://promedmail.org/direct.php?id=20140722.2626215,22/07/14 02:33,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2628773,"PRO/AH/EDR> Ebola virus disease - West Africa (96): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140723.2628773,23/07/14 02:44,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2628773,"PRO/AH/EDR> Ebola virus disease - West Africa (96): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140723.2628773,23/07/14 02:44,No Tag,,,,,,,409,139,,ProMED Mail,"Ministry of Health and Sanitation, Sierra Leone [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2630441,"PRO/AH/EDR> Ebola virus disease - West Africa (97): Sierra Leone, Liberia, tests",http://promedmail.org/direct.php?id=20140723.2630441,23/07/14 14:45,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2630441,"PRO/AH/EDR> Ebola virus disease - West Africa (97): Sierra Leone, Liberia, tests",http://promedmail.org/direct.php?id=20140723.2630441,23/07/14 14:45,No Tag,,,,,,,,,,ProMED Mail,,
